index,name,activity,celebrity_indice,phone_number,web_site,adresse
34,Pressing Express,Service de blanchisserie,N/A N/A,https://www.google.com/maps/place/Pressing+Express/data=!4m7!3m6!1s0x1023552406422ec9:0x9fab31c0229e620c!8m2!3d6.3702928!4d2.3912362!16s%2Fg%2F11t7zhhlxm!19sChIJyS5CBiRVIxARDGKeIsAxq58?authuser=0&hl=fr&rclk=1,N/A,99CR+4F9
35,WASHMAN,Pressing,"4,9 (8)",52 52 52 33,N/A,0 Zopah
36,Magistral Linge Pressing,Service de blanchisserie,N/A N/A,97 92 88 94,https://magistral-linge-pressing.business.site/?utm_source=gmb&utm_medium=referral,0022997928894
37,Irho de Marie,Service de blanchisserie,N/A N/A,64 10 61 17,N/A,9C93+H3P
38,La Nymphe Dorée,Magasin de tissus,"4,0 (1)",97 08 48 08,N/A,Boulevard Saint Michel
39,M' LIGHT SERVICES,Pressing,N/A N/A,97 39 36 47,http://wa.me/+22997393647,97 39 36 47
40,prêt a porter,Pressing,N/A N/A,62 87 63 94,N/A,444
41,Fènù Groupe,Service de blanchisserie,N/A N/A,96 26 92 92,https://fenu-groupe.business.site/?utm_source=gmb&utm_medium=referral,96269292 63634265
42,Agbodjule Services,Pressing,N/A N/A,97 45 83 46,N/A,AGS cotonou
43,CICA NOBLESSE PRESSING,Pressing,N/A N/A,95 98 38 74,N/A,BP1412
44,MATH PRESSING,Pressing,N/A N/A,95 19 85 85,N/A,95 19 85 85
45,SG Pressing,Pressing,N/A N/A,64 00 01 87,N/A,99R8+Q2M
46,Lavomatch,Pressing,N/A N/A,97 73 56 58,http://www.lavomatch.com/,99MQ+79W
47,JMB-NETTOYAGE ENTRETIEN ( Cotonou BENIN ),Service de nettoyage et d'entretien,"4,5 (2)",95 41 18 01,https://jmb-nettoyage.business.site/?utm_source=gmb&utm_medium=referral,04BP:455
48,Pressing Le Defi,Pressing,N/A N/A,95 95 79 54,N/A,99R7+QPP
49,Exclusive 24 Pressing,Pressing,N/A N/A,50 47 80 27,N/A,994C+PV8
50,Benin Tous Services SAS,Agence immobilière,"4,9 (8)",60 00 75 51,N/A,229
51,Nickel Chrome Services Sarl,Magasin de vêtements,"5,0 (1)",98 32 06 06,N/A,"9CG8+HJH, Rue 222"
52,O'prop Service,Pressing,N/A N/A,57 76 03 75,https://oprop.business.site/?utm_source=gmb&utm_medium=referral,Akogbato
53,PRESSING IFE,Pressing,N/A N/A,97 58 81 87,https://www.facebook.com/profile.php?id=100076534740152,"98FF+568, Dekoungbe, cocotomey cococodji"
54,Le premium,Laverie automatique,N/A N/A,https://www.google.com/maps/place/Le+premium/data=!4m7!3m6!1s0x102357531444857b:0x96e661ac153e74a!8m2!3d6.383711!4d2.3640875!16s%2Fg%2F11lbkt_k6q!19sChIJe4VEFFNXIxARSudTwRpmbgk?authuser=0&hl=fr&rclk=1,N/A,99M7+FJP
