index,name,activity,celebrity_indice,phone_number,web_site,adresse
11,Chez donner,Abattoir,N/A N/A,https://www.google.com/maps/place/Chez+donner/data=!4m7!3m6!1s0x103cab39c193d9c7:0x49cff0216667c5de!8m2!3d6.3749832!4d2.4713732!16s%2Fg%2F11jpx1r8dy!19sChIJx9mTwTmrPBAR3sVnZiHwz0k?authuser=0&hl=fr&rclk=1,N/A,"9FFC+XGX, Rue 1314"
12,Monastère des Capucins,Monastère,"4,2 (57)",N/A,https://frerecapucinbenin.org/,"9F69+WHG, Rue 1775"
13,Une structure financière,Abbaye,N/A N/A,https://www.google.com/maps/place/Une+structure+financi%C3%A8re/data=!4m7!3m6!1s0x1023552562e98ac5:0xf0e76648b437f0d5!8m2!3d6.3696275!4d2.3917114!16s%2Fg%2F11kmbqp__q!19sChIJxYrpYiVVIxAR1fA3tEhm5_A?authuser=0&hl=fr&rclk=1,N/A,999R+VM4
14,Couvent Saint Dominique Cotonou,Couvent,"4,0 (10)",https://www.google.com/maps/place/Couvent+Saint+Dominique+Cotonou/data=!4m7!3m6!1s0x10235508d3d3b8d1:0x25f01d23713579f3!8m2!3d6.3558378!4d2.4214276!16s%2Fg%2F11h6d8d_v2!19sChIJ0bjT0whVIxAR83k1cSMd8CU?authuser=0&hl=fr&rclk=1,N/A,"9C4C+8HM, Rue 238"
15,Marché Dantokpa du Bénin,Attraction touristique,"3,9 (5 227)",94 74 99 16,http://www.makesuremademen.wordpress.com/,"9CCJ+53J, Rue 703"
16,Statue Bio Guerra-Cotonou airport,Attraction touristique,"4,7 (12)",https://www.google.com/maps/place/Statue+Bio+Guerra-Cotonou+airport/data=!4m7!3m6!1s0x10235530991083bd:0x88109768bf396e07!8m2!3d6.352331!4d2.3860234!16s%2Fg%2F11t6y7_9nm!19sChIJvYMQmTBVIxARB245v2iXEIg?authuser=0&hl=fr&rclk=1,N/A,992P+WCJ
17,Palais des Congrès,Centre de conférence,"4,2 (1 339)",91 80 00 00,N/A,N/A
18,Direction des Examens et Concours Supérieur,,"3,2 (49)",21 30 19 91,N/A,21 30 19 91
19,ADJINANKOU ACADEMY,Centre de formation,"5,0 (3)",62 79 79 18,https://web.facebook.com/AdjinankouAcademy,00229
20,CET-AAT,Université,"3,9 (10)",21 33 52 83,N/A,Rue Bel Air
21,Direction Des Examens Et Concours,Administration publique régionale,"3,7 (19)",96 96 72 68,N/A,Rue l`Inspection
22,Ministère de l'Enseignement Supérieur et de la Recherche Scientifique,Administration gouvernementale,"3,9 (16)",21 30 06 81,https://enseignementsuperieur.gouv.bj/,"9C28+Q9R, Ave Jean-Paul II"
23,Centre de formation,Média,"5,0 (1)",95 33 44 57,https://centre-de-formation-media-company.business.site/?utm_source=gmb&utm_medium=referral,995C+4RG
24,Office du Baccalauréat Bénin.,Siège social,"4,0 (196)",21 32 02 64,http://www.officedubacbenin.bj/,Rue 222
25,Centre Numérique International du Bénin,Centre de formation,N/A N/A,94 95 84 85,N/A,"2ème étage, Immeuble BENELLI ex APSONIC"
26,Commission Electorale Nationale Autonome,Administration,"3,0 (4)",97 26 95 71,http://www.cena.bj/,"9C2M+PXR, Boulevard de la Marina"
